date,commodity
5/20/2014,1088.98
5/19/2014,1090.97
5/16/2014,1076.88
5/15/2014,1086.47
5/14/2014,1085.44
5/13/2014,1078.32
5/12/2014,1074.71
5/9/2014,1062.29
5/8/2014,1054.93
5/7/2014,1058.09
5/6/2014,1062
5/5/2014,1065.88
4/30/2014,1067.64
4/29/2014,1068.85
4/28/2014,1073.29
4/25/2014,1069.31
4/24/2014,1060.21
4/23/2014,1052.74
4/22/2014,1047.99
4/21/2014,1048.58
4/18/2014,1048.42
4/17/2014,1055.16
4/16/2014,1050
4/15/2014,1053.97
4/14/2014,1057.09
4/11/2014,1056.12
4/10/2014,1049.57
4/9/2014,1053.75
4/8/2014,1061.39
4/4/2014,1058.95
4/3/2014,1051.4
4/2/2014,1057.48
4/1/2014,1057.36
3/31/2014,1055.77
3/28/2014,1051.16
3/27/2014,1038.27
3/26/2014,1044.18
3/25/2014,1039.54
3/24/2014,1029.71
3/21/2014,1024.88
3/20/2014,1026.39
3/19/2014,1022.35
3/18/2014,1021.78
3/17/2014,1012.22
3/14/2014,1019.41
3/13/2014,1025.03
3/12/2014,1026.15
3/11/2014,1047.72
3/10/2014,1047.07
3/7/2014,1085.31
3/6/2014,1087.88
3/5/2014,1091.59
3/4/2014,1080.62
3/3/2014,1078.66
2/28/2014,1084.55
2/27/2014,1084.81
2/26/2014,1093.32
2/25/2014,1090.52
2/24/2014,1097.79
2/21/2014,1110.55
2/20/2014,1109.59
2/19/2014,1117.4
2/18/2014,1114.3
2/17/2014,1122.01
2/14/2014,1111.87
2/13/2014,1109.13
2/12/2014,1110.08
2/11/2014,1105.39
2/10/2014,1117.64
2/7/2014,1112.38
1/30/2014,1107.88
1/29/2014,1111.19
1/28/2014,1109.53
1/27/2014,1113.71
1/24/2014,1122.17
1/23/2014,1124.26
1/22/2014,1127.16
1/21/2014,1127.42
1/20/2014,1134.1
1/17/2014,1131.32
1/16/2014,1131.07
1/15/2014,1125.12
1/14/2014,1131.49
1/13/2014,1125.7
1/10/2014,1125.14
1/9/2014,1122.55
1/8/2014,1133.14
1/7/2014,1131.58
1/6/2014,1134.99
1/3/2014,1142.01
1/2/2014,1157.77
12/31/2013,1150.54
12/30/2013,1153.23
12/27/2013,1155.63
12/26/2013,1150.78
12/25/2013,1153.32
12/24/2013,1138.64
12/23/2013,1138.02
12/20/2013,1141.22
12/19/2013,1136.78
12/18/2013,1142.15
12/17/2013,1145.96
12/16/2013,1145.81
12/13/2013,1142.82
12/12/2013,1153.25
12/11/2013,1145.23
12/10/2013,1145.49
12/9/2013,1141.89
12/6/2013,1140.44
12/5/2013,1136.77
12/4/2013,1133.14
12/3/2013,1128.82
12/2/2013,1138.1
11/29/2013,1137.19
11/28/2013,1131.7
11/27/2013,1134.24
11/26/2013,1135.36
11/25/2013,1131.09
11/22/2013,1131.45
11/21/2013,1128.52
11/20/2013,1130.07
11/19/2013,1119.8
11/18/2013,1127.1
11/15/2013,1123.63
11/14/2013,1130.93
11/13/2013,1132.9
11/12/2013,1145.28
11/11/2013,1147.67
11/8/2013,1145.58
11/7/2013,1147.11
11/6/2013,1147.6
11/5/2013,1149.12
11/4/2013,1152.31
11/1/2013,1161.6
10/31/2013,1153.29
10/30/2013,1159.51
10/29/2013,1147.9
10/28/2013,1147.28
10/25/2013,1141.91
10/24/2013,1155.85
10/23/2013,1161.33
10/22/2013,1163.22
10/21/2013,1168.19
10/18/2013,1164.55
10/17/2013,1156.42
10/16/2013,1164.46
10/15/2013,1165.03
10/14/2013,1167.44
10/11/2013,1155.51
10/10/2013,1150.76
10/9/2013,1155.16
10/8/2013,1164.85
9/30/2013,1164.83
9/27/2013,1158.24
9/26/2013,1159.11
9/25/2013,1150.57
9/24/2013,1150.23
9/23/2013,1155.65
9/18/2013,1149.59
9/17/2013,1145.01
9/16/2013,1139.37
9/13/2013,1144.09
9/12/2013,1145.84
9/11/2013,1158.47
9/10/2013,1156.41
9/9/2013,1165.07
9/6/2013,1157.05
9/5/2013,1152.08
9/4/2013,1157.71
9/3/2013,1165.89
9/2/2013,1168.67
8/30/2013,1154.14
8/29/2013,1162.86
8/28/2013,1165.03
8/27/2013,1175.79
8/26/2013,1182.85
8/23/2013,1165.06
8/22/2013,1164.37
8/21/2013,1158.94
8/20/2013,1154
8/19/2013,1166.31
8/16/2013,1171.9
8/15/2013,1152.64
8/14/2013,1152.51
8/13/2013,1154.42
8/12/2013,1154.76
8/9/2013,1136.3
8/8/2013,1134.23
8/7/2013,1107.83
8/6/2013,1112.06
8/5/2013,1111.68
8/2/2013,1108.3
8/1/2013,1107.96
7/31/2013,1093.85
7/30/2013,1086.42
7/29/2013,1089.87
7/26/2013,1107.69
7/25/2013,1119.66
7/24/2013,1121.75
7/23/2013,1117.5
7/22/2013,1118.81
7/19/2013,1104.3
7/18/2013,1106.82
7/17/2013,1109.12
7/16/2013,1112.35
7/15/2013,1105.4
7/12/2013,1104.21
7/11/2013,1123.5
7/10/2013,1086.18
7/9/2013,1089.54
7/8/2013,1084.24
7/5/2013,1097.27
7/4/2013,1109.25
7/3/2013,1114.6
7/2/2013,1108.54
7/1/2013,1097.77
6/28/2013,1082.31
6/27/2013,1085.93
6/26/2013,1074.87
6/25/2013,1086.39
6/24/2013,1073.55
6/21/2013,1103.33
6/20/2013,1108.79
6/19/2013,1130.8
6/18/2013,1131.44
6/17/2013,1140.78
6/14/2013,1135.38
6/13/2013,1135.45
6/7/2013,1162.63
6/6/2013,1157.52
6/5/2013,1170.01
6/4/2013,1162.67
6/3/2013,1162.55
5/31/2013,1155.41
5/30/2013,1151.15
5/29/2013,1149.16
5/28/2013,1155.95
5/27/2013,1153.38
5/24/2013,1160.8
5/23/2013,1151.39
5/22/2013,1176.12
5/21/2013,1172.67
5/20/2013,1159
5/17/2013,1166.66
5/16/2013,1149.99
5/15/2013,1146.38
5/14/2013,1162
5/13/2013,1173.36
5/10/2013,1176.51
5/9/2013,1164.54
5/8/2013,1167.39
5/7/2013,1149.54
5/6/2013,1160.91
5/3/2013,1130.8
5/2/2013,1104.95
4/26/2013,1137.84
4/25/2013,1130.46
4/24/2013,1118.99
4/23/2013,1095.81
4/22/2013,1096.66
4/19/2013,1127.12
4/18/2013,1120.89
4/17/2013,1148.83
4/16/2013,1162.18
4/15/2013,1172.07
4/12/2013,1207.49
4/11/2013,1204.06
4/10/2013,1211.77
4/9/2013,1208.68
4/8/2013,1201.22
4/3/2013,1188.94
4/2/2013,1197.46
4/1/2013,1184.77
3/29/2013,1206.77
3/28/2013,1214.64
3/27/2013,1222.89
3/26/2013,1226.31
3/25/2013,1229.51
3/22/2013,1225.24
3/21/2013,1229.3
3/20/2013,1221.69
3/19/2013,1213.09
3/18/2013,1214.06
3/15/2013,1246.99
3/14/2013,1237.14
3/13/2013,1240.95
3/12/2013,1236.8
3/11/2013,1244.8
3/8/2013,1251.37
3/7/2013,1245.77
3/6/2013,1250.78
3/5/2013,1254.68
3/4/2013,1243
3/1/2013,1249.54
2/28/2013,1267.39
2/27/2013,1263.11
2/26/2013,1255.2
2/25/2013,1264.16
2/22/2013,1276.21
2/21/2013,1274.06
2/20/2013,1295.92
2/19/2013,1298.43
2/18/2013,1298.83
2/8/2013,1315.26
2/7/2013,1316.76
2/6/2013,1321.18
2/5/2013,1321.59
2/4/2013,1326.08
2/1/2013,1318.93
1/31/2013,1318.29
1/30/2013,1309.68
1/29/2013,1301.13
1/28/2013,1294.8
1/25/2013,1297.26
1/24/2013,1293.43
1/23/2013,1300.74
1/22/2013,1301.19
1/21/2013,1291.57
1/18/2013,1296.06
1/17/2013,1283.23
1/16/2013,1286.14
1/15/2013,1281.3
1/14/2013,1294.56
1/11/2013,1289.97
1/10/2013,1299.55
1/9/2013,1292.99
1/8/2013,1294.38
1/7/2013,1293.53
1/4/2013,1295.99
12/31/2012,1288.41
12/28/2012,1285.27
12/27/2012,1283.43
12/26/2012,1274.17
12/25/2012,1272.79
12/24/2012,1269.57
12/21/2012,1267.17
12/20/2012,1268.75
12/19/2012,1284
12/18/2012,1289.15
12/17/2012,1293.91
12/14/2012,1285.75
12/13/2012,1277.68
12/12/2012,1284.31
12/11/2012,1283.14
12/10/2012,1286.69
12/7/2012,1275.97
12/6/2012,1273.14
12/5/2012,1278.49
12/4/2012,1269.35
12/3/2012,1274.24
11/30/2012,1266.72
11/29/2012,1251.34
11/28/2012,1248.91
11/27/2012,1250.65
11/26/2012,1252.9
11/23/2012,1250.61
11/22/2012,1248.01
11/21/2012,1245.36
11/20/2012,1250.53
11/19/2012,1246.9
11/16/2012,1240.25
11/15/2012,1243.16
11/14/2012,1244.41
11/13/2012,1234.39
11/12/2012,1238.05
11/9/2012,1245.93
11/8/2012,1242.87
11/7/2012,1258.39
11/6/2012,1250.17
11/5/2012,1243.89
11/2/2012,1261.5
11/1/2012,1272.53
10/31/2012,1266.4
10/30/2012,1259.01
10/29/2012,1260.37
10/26/2012,1264.74
10/25/2012,1274.9
10/24/2012,1277.83
10/23/2012,1271.21
10/22/2012,1285.8
10/19/2012,1292.27
10/18/2012,1305.87
10/17/2012,1295.77
10/16/2012,1297.03
10/15/2012,1290.86
10/12/2012,1300.32
10/11/2012,1303.17
10/10/2012,1302.49
10/9/2012,1308.79
10/8/2012,1297.4
9/28/2012,1315.56
9/27/2012,1300.67
9/26/2012,1302.06
9/25/2012,1304.02
9/24/2012,1301.67
9/21/2012,1318.19
9/20/2012,1312.76
9/19/2012,1334.75
9/18/2012,1319.03
9/17/2012,1324.17
9/14/2012,1335.87
9/13/2012,1293.24
9/12/2012,1298.46
9/11/2012,1298.15
9/10/2012,1295.44
9/7/2012,1267.79
9/6/2012,1261.31
9/5/2012,1253.41
9/4/2012,1259.93
9/3/2012,1263.75
8/31/2012,1246
8/30/2012,1252.53
8/29/2012,1243.18
8/28/2012,1248.45
8/27/2012,1257.34
8/24/2012,1250.27
8/23/2012,1255.79
8/22/2012,1244.28
8/21/2012,1236.54
8/20/2012,1229.87
8/17/2012,1231.12
8/16/2012,1222.87
8/15/2012,1227.95
8/14/2012,1225.56
8/13/2012,1223.99
8/10/2012,1229.91
8/9/2012,1239.26
8/8/2012,1227.87
8/7/2012,1231.52
8/6/2012,1225.59
8/3/2012,1217.52
8/2/2012,1226.51
8/1/2012,1230.06
7/31/2012,1234.18
7/30/2012,1228.62
7/27/2012,1228.9
7/26/2012,1216.66
7/25/2012,1207.63
7/24/2012,1224.16
7/23/2012,1227.07
7/20/2012,1258.18
7/19/2012,1265
7/18/2012,1256.02
7/17/2012,1259.31
7/16/2012,1267.35
7/13/2012,1257.41
7/12/2012,1243.94
7/11/2012,1245.43
7/10/2012,1245.51
7/9/2012,1249.17
7/6/2012,1255.41
7/5/2012,1261.27
7/4/2012,1257.98
7/3/2012,1259.1
7/2/2012,1242.87
6/29/2012,1237.77
6/28/2012,1218.98
6/27/2012,1210.23
6/26/2012,1208.58
6/25/2012,1216.11
6/21/2012,1216.43
6/20/2012,1236.34
6/19/2012,1228.34
6/18/2012,1232.84
6/15/2012,1228.07
6/14/2012,1208.53
6/13/2012,1209.82
6/12/2012,1205.71
6/11/2012,1218.74
6/8/2012,1192.82
6/7/2012,1205.34
6/6/2012,1205.98
6/5/2012,1200.33
6/4/2012,1186.47
6/1/2012,1222.33
5/31/2012,1229.28
5/30/2012,1244.08
5/29/2012,1258.32
5/28/2012,1257.58
5/25/2012,1243.28
5/24/2012,1240.26
5/23/2012,1236.52
5/22/2012,1256.41
5/21/2012,1258.99
5/18/2012,1243.45
5/17/2012,1249.34
5/16/2012,1230.39
5/15/2012,1255.64
5/14/2012,1261.43
5/11/2012,1284.74
5/10/2012,1301.41
5/9/2012,1295.07
5/8/2012,1303.87
5/7/2012,1302.82
5/4/2012,1318.04
5/3/2012,1313.97
5/2/2012,1327.82
4/27/2012,1323.35
4/26/2012,1320.68
4/25/2012,1308.46
4/24/2012,1308.63
4/23/2012,1307.27
4/20/2012,1314.5
4/19/2012,1313.5
4/18/2012,1315.09
4/17/2012,1292.22
4/16/2012,1296.2
4/13/2012,1317.93
4/12/2012,1321.74
4/11/2012,1314.09
4/10/2012,1341.62
4/9/2012,1346.36
4/6/2012,1355.48
4/5/2012,1345.56
3/30/2012,1342.93
3/29/2012,1339.77
3/28/2012,1347.73
3/27/2012,1358.87
3/26/2012,1349.78
3/23/2012,1346.99
3/22/2012,1340.32
3/21/2012,1351.95
3/20/2012,1350.19
3/19/2012,1351.66
3/16/2012,1359.35
3/15/2012,1354.74
3/14/2012,1357.36
3/13/2012,1367.05
3/12/2012,1358.05
3/9/2012,1357.92
3/8/2012,1336.01
3/7/2012,1334.78
3/6/2012,1352.9
3/5/2012,1367.5
3/2/2012,1373.3
3/1/2012,1355.26
2/29/2012,1370.78
2/28/2012,1370.16
2/27/2012,1357.1
2/24/2012,1344.68
2/23/2012,1356.89
2/22/2012,1357.89
2/21/2012,1350.55
2/20/2012,1335.89
2/17/2012,1339.64
2/16/2012,1329.24
2/15/2012,1355.12
2/14/2012,1349.15
2/13/2012,1361.08
2/10/2012,1371.08
2/9/2012,1371.39
2/8/2012,1379.55
2/7/2012,1352.98
2/6/2012,1363.09
2/3/2012,1345.81
2/2/2012,1344.7
2/1/2012,1337.63
1/31/2012,1356.27
1/30/2012,1349.58
1/20/2012,1357.93
1/19/2012,1348.26
1/18/2012,1329.67
1/17/2012,1335.51
1/16/2012,1306.7
1/13/2012,1305.88
1/12/2012,1299.8
1/11/2012,1291.52
1/10/2012,1274.85
1/9/2012,1265.06
1/6/2012,1270.45
1/5/2012,1272.35
1/4/2012,1262.63
12/30/2011,1256.78
12/29/2011,1243.99
12/28/2011,1258.87
12/27/2011,1255.16
12/26/2011,1256.81
12/23/2011,1269.66
12/22/2011,1254.42
12/21/2011,1250.73
12/20/2011,1238.47
12/19/2011,1235.51
12/16/2011,1246.24
12/15/2011,1223.15
12/14/2011,1256.7
12/13/2011,1262.25
12/12/2011,1273.55
12/9/2011,1282.29
12/8/2011,1294.66
12/7/2011,1303.28
12/6/2011,1291.29
12/5/2011,1295.06
12/2/2011,1294.19
12/1/2011,1293.55
11/30/2011,1239.16
11/29/2011,1254.22
11/28/2011,1250.8
11/25/2011,1224.49
11/24/2011,1237.32
11/23/2011,1238.3
11/22/2011,1249.86
11/21/2011,1253.09
11/18/2011,1263.64
11/17/2011,1282.85
11/16/2011,1272.07
11/15/2011,1286.98
11/14/2011,1299.77
11/11/2011,1253.96
11/10/2011,1242.4
11/9/2011,1293.3
11/8/2011,1292.2
11/7/2011,1296.6
11/4/2011,1320.52
11/3/2011,1277.32
11/2/2011,1308.41
11/1/2011,1291.56
10/31/2011,1301.39
10/28/2011,1322.21
10/27/2011,1305.92
10/26/2011,1290.44
10/25/2011,1283.21
10/24/2011,1258.9
10/21/2011,1206.7
10/20/2011,1196.47
10/19/2011,1247.49
10/18/2011,1246.17
10/17/2011,1283.35
10/14/2011,1286.9
10/13/2011,1269.55
10/12/2011,1274.07
10/11/2011,1258.15
10/10/2011,1259.49
9/30/2011,1268.36
9/29/2011,1225.9
9/28/2011,1269.23
9/27/2011,1273.92
9/26/2011,1239.9
9/23/2011,1301.89
9/22/2011,1363.58
9/21/2011,1413.08
9/20/2011,1410.96
9/19/2011,1416.38
9/16/2011,1462.88
9/15/2011,1450.57
9/14/2011,1448.48
9/13/2011,1471.79
9/9/2011,1493.14
9/8/2011,1492.59
9/7/2011,1491.53
9/6/2011,1472.67
9/5/2011,1474.77
9/2/2011,1491.58
9/1/2011,1496.59
8/31/2011,1502.25
8/30/2011,1498.92
8/29/2011,1484.83
8/26/2011,1478.31
8/25/2011,1473
8/24/2011,1469.92
8/23/2011,1469.45
8/22/2011,1455.07
8/19/2011,1464.91
8/18/2011,1470.47
8/17/2011,1473.85
8/16/2011,1463.41
8/15/2011,1480.72
8/12/2011,1467.32
8/11/2011,1469.18
8/10/2011,1466.24
8/9/2011,1447.04
8/8/2011,1477.54
8/5/2011,1493.16
8/4/2011,1549.55
8/3/2011,1560.77
8/2/2011,1561.44
8/1/2011,1583.14
7/29/2011,1566.65
7/28/2011,1572.39
7/27/2011,1580.43
7/26/2011,1575.42
7/25/2011,1553.32
7/22/2011,1567.24
7/21/2011,1563.33
7/20/2011,1567.91
7/19/2011,1573.1
7/18/2011,1555.6
7/15/2011,1553.02
7/14/2011,1560.9
7/13/2011,1563.83
7/12/2011,1533.82
7/11/2011,1544.69
7/8/2011,1558.82
7/7/2011,1544.69
7/6/2011,1541.5
7/5/2011,1531.24
7/4/2011,1535.31
7/1/2011,1512.84
6/30/2011,1517.05
6/29/2011,1486.63
6/28/2011,1468.79
6/27/2011,1464
6/24/2011,1494.77
6/23/2011,1485.87
6/22/2011,1492.48
6/21/2011,1505.77
6/20/2011,1492.79
6/17/2011,1504.06
6/16/2011,1501.19
6/15/2011,1515.96
6/14/2011,1497.54
6/13/2011,1492.81
6/10/2011,1504.25
6/9/2011,1500.35
6/8/2011,1503.1
6/7/2011,1518.46
6/3/2011,1525.17
6/2/2011,1502.31
6/1/2011,1510.94
5/31/2011,1516.33
5/30/2011,1503.21
5/27/2011,1511.08
5/26/2011,1503.31
5/25/2011,1481.88
5/24/2011,1470
5/23/2011,1456.63
5/20/2011,1477
5/19/2011,1477.13
5/18/2011,1468.37
5/17/2011,1465.98
5/16/2011,1455.88
5/13/2011,1467.33
5/12/2011,1417.26
5/11/2011,1461.69
5/10/2011,1473.16
5/9/2011,1465.14
5/6/2011,1445.46
5/5/2011,1464.6
5/4/2011,1491.64
5/3/2011,1515.14
4/29/2011,1515.52
4/28/2011,1535.28
4/27/2011,1524.41
4/26/2011,1538.45
4/25/2011,1557.13
4/22/2011,1578.28
4/21/2011,1573.44
4/20/2011,1569.65
4/19/2011,1543.23
4/18/2011,1573.55
4/15/2011,1572.68
4/14/2011,1582.03
4/13/2011,1611.63
4/12/2011,1615.3
4/11/2011,1636.39
4/8/2011,1625.32
4/7/2011,1593.71
4/6/2011,1593.85
4/1/2011,1566.4
3/31/2011,1572.13
3/30/2011,1582.85
3/29/2011,1574.07
3/28/2011,1575.93
3/25/2011,1610.13
3/24/2011,1609.97
3/23/2011,1612.93
3/22/2011,1591.86
3/21/2011,1592
3/18/2011,1598.53
3/17/2011,1559.77
3/16/2011,1572.76
3/15/2011,1539.63
3/14/2011,1552.72
3/11/2011,1567.31
3/10/2011,1576.8
3/9/2011,1616.37
3/8/2011,1605.13
3/7/2011,1673.82
3/4/2011,1674.4
3/3/2011,1667.78
3/2/2011,1682.87
3/1/2011,1673.09
2/28/2011,1674.62
2/25/2011,1632.64
2/24/2011,1613.71
2/23/2011,1636.3
2/22/2011,1669.82
2/21/2011,1690.84
2/18/2011,1685.65
2/17/2011,1705.85
2/16/2011,1722.14
2/15/2011,1725.83
2/14/2011,1733.5
2/11/2011,1725.69
2/10/2011,1730.62
2/9/2011,1717.6
2/1/2011,1718.6
1/31/2011,1684.78
1/28/2011,1654.74
1/27/2011,1655.17
1/26/2011,1628.38
1/25/2011,1633.42
1/24/2011,1660.2
1/21/2011,1639.41
1/20/2011,1637.09
1/19/2011,1655.59
1/18/2011,1629.4
1/17/2011,1621.41
1/14/2011,1626.75
1/13/2011,1626.13
1/12/2011,1621.54
1/11/2011,1610.99
1/10/2011,1594.37
1/7/2011,1587.4
1/6/2011,1638.75
1/5/2011,1618.35
1/4/2011,1632.83
12/31/2010,1627.77
12/30/2010,1613.74
12/29/2010,1591.17
12/28/2010,1584.85
12/27/2010,1582.84
12/24/2010,1588.43
12/23/2010,1583.03
12/22/2010,1574.05
12/21/2010,1593.69
12/20/2010,1577.65
12/17/2010,1565.89
12/16/2010,1540.03
12/15/2010,1545.11
12/14/2010,1569.76
12/13/2010,1564.45
12/10/2010,1532.78
12/9/2010,1521.5
12/8/2010,1488.65
12/7/2010,1523.01
12/6/2010,1501.01
12/3/2010,1498.71
12/2/2010,1487.06
12/1/2010,1452.91
11/30/2010,1436.1
11/29/2010,1431.63
11/26/2010,1413.5
11/25/2010,1429.68
11/24/2010,1444.27
11/23/2010,1421.66
11/22/2010,1461.08
11/19/2010,1489.55
11/18/2010,1464.15
11/17/2010,1438.38
11/16/2010,1496.63
11/15/2010,1508.22
11/12/2010,1546.04
11/11/2010,1621.63
11/10/2010,1609.15
11/9/2010,1617.88
11/8/2010,1584.74
11/5/2010,1584.75
11/4/2010,1526.79
11/3/2010,1502.83
11/2/2010,1487.16
11/1/2010,1486.18
10/29/2010,1454.38
10/28/2010,1495.51
10/27/2010,1483.67
10/26/2010,1509.66
10/25/2010,1510.49
10/22/2010,1463.65
10/21/2010,1457.66
10/20/2010,1453.8
10/19/2010,1463.51
10/18/2010,1453.05
10/15/2010,1474.24
10/14/2010,1470.54
10/13/2010,1447.01
10/12/2010,1425.86
10/11/2010,1438.43
10/8/2010,1380.19
9/30/2010,1370.16
9/29/2010,1371.13
9/28/2010,1369.97
9/27/2010,1369.34
9/21/2010,1355.96
9/20/2010,1360.2
9/17/2010,1347.98
9/16/2010,1326.4
9/15/2010,1327.63
9/14/2010,1328.3
9/13/2010,1337.67
9/10/2010,1324.86
9/9/2010,1318.26
9/8/2010,1344.9
9/7/2010,1343.78
9/6/2010,1354.82
9/3/2010,1338.37
9/2/2010,1336.55
9/1/2010,1326.42
8/31/2010,1305.92
8/30/2010,1325.75
8/27/2010,1297.79
8/26/2010,1287.85
8/25/2010,1272.63
8/24/2010,1273.12
8/23/2010,1281.03
8/20/2010,1280.16
8/19/2010,1307.46
8/18/2010,1301.38
8/17/2010,1298.14
8/16/2010,1289.39
8/13/2010,1289.16
8/12/2010,1266.5
8/11/2010,1277.06
8/10/2010,1286.64
8/9/2010,1304.78
8/6/2010,1292.98
8/5/2010,1281.87
8/4/2010,1288.61
8/3/2010,1282.36
8/2/2010,1284.97
7/30/2010,1257.96
7/29/2010,1254.81
7/28/2010,1252.45
7/27/2010,1230.2
7/26/2010,1241.07
7/23/2010,1237.24
7/22/2010,1209.85
7/21/2010,1200.09
7/20/2010,1197.08
7/19/2010,1182.88
7/16/2010,1194.47
7/15/2010,1187.15
7/14/2010,1187.66
7/13/2010,1175.97
7/12/2010,1190.86
7/9/2010,1204.22
7/8/2010,1193.96
7/7/2010,1179.3
7/6/2010,1181.78
7/5/2010,1181.7
7/2/2010,1180.14
7/1/2010,1157.94
6/30/2010,1172.81
6/29/2010,1188.25
6/28/2010,1210.34
6/25/2010,1196.65
6/24/2010,1203.02
6/23/2010,1194.73
6/22/2010,1189.14
6/21/2010,1205.02
6/18/2010,1156.14
6/17/2010,1168.74
6/11/2010,1164.45
6/10/2010,1148.88
6/9/2010,1146.95
6/8/2010,1126.88
6/7/2010,1132.27
6/4/2010,1188.58
6/3/2010,1203.75
6/2/2010,1197.8
6/1/2010,1212.86
5/31/2010,1229.62
5/28/2010,1243.12
5/27/2010,1236.46
5/26/2010,1227.93
5/25/2010,1212.22
5/24/2010,1234.01
5/21/2010,1205.59
5/20/2010,1211.5
5/19/2010,1198.05
5/18/2010,1208.14
5/17/2010,1201.77
5/14/2010,1254.75
5/13/2010,1265.76
5/12/2010,1252.42
5/11/2010,1247.13
5/10/2010,1266.49
5/7/2010,1229.6
5/6/2010,1260.42
5/5/2010,1276.61
5/4/2010,1299.11
4/30/2010,1311.34
4/29/2010,1310.96
4/28/2010,1306.07
4/27/2010,1344.37
4/26/2010,1362.34
4/23/2010,1349.09
4/22/2010,1349.46
4/21/2010,1355.31
4/20/2010,1353.28
4/19/2010,1338.04
4/16/2010,1383.33
4/15/2010,1386.92
4/14/2010,1387.5
4/13/2010,1384.49
4/12/2010,1392.39
4/9/2010,1389.3
4/8/2010,1374.43
4/7/2010,1394.29
4/6/2010,1396.38
4/2/2010,1388.54
4/1/2010,1376.95
3/31/2010,1362.81
3/30/2010,1371.68
3/29/2010,1372.72
3/26/2010,1345.19
3/25/2010,1331.13
3/24/2010,1326.95
3/23/2010,1330.93
3/22/2010,1334.4
3/19/2010,1346.49
3/18/2010,1331.2
3/17/2010,1342.66
3/16/2010,1318.34
3/15/2010,1307.99
3/12/2010,1332.73
3/11/2010,1330.1
3/10/2010,1355.66
3/9/2010,1351.05
3/8/2010,1358.26
3/5/2010,1339.12
3/4/2010,1328.6
3/3/2010,1336.44
3/2/2010,1326.2
3/1/2010,1358.62
2/26/2010,1319.64
2/25/2010,1316.16
2/24/2010,1325.01
2/23/2010,1338.84
2/22/2010,1337.63
2/12/2010,1293.85
2/11/2010,1274.59
2/10/2010,1258.67
2/9/2010,1229.97
2/8/2010,1217.04
2/5/2010,1207.41
2/4/2010,1243.79
2/3/2010,1277.71
2/2/2010,1243.67
2/1/2010,1248.13
1/29/2010,1265.08
1/28/2010,1298.29
1/27/2010,1339.3
1/26/2010,1334.87
1/25/2010,1352.54
1/22/2010,1343.31
1/21/2010,1378
1/20/2010,1373.1
1/19/2010,1389.1
1/18/2010,1373.82
1/15/2010,1368.51
1/14/2010,1377.35
1/13/2010,1358.32
1/12/2010,1402.09
1/11/2010,1412.32
1/8/2010,1381.48
1/7/2010,1393.02
1/6/2010,1408.52
1/5/2010,1389.24
1/4/2010,1377.31
12/31/2009,1374.73
12/30/2009,1354.7
12/29/2009,1344.36
12/28/2009,1343.56
12/25/2009,1327.31
12/24/2009,1317.94
12/23/2009,1288.97
12/22/2009,1282.58
12/21/2009,1291.2
12/18/2009,1288.54
12/17/2009,1291.4
12/16/2009,1285.38
12/15/2009,1277.36
12/14/2009,1275.03
12/11/2009,1261.81
12/10/2009,1256.91
12/9/2009,1265.89
12/8/2009,1293.37
12/7/2009,1291.88
12/4/2009,1292.06
12/3/2009,1290.16
12/2/2009,1282.83
12/1/2009,1269
11/30/2009,1266.17
11/27/2009,1239.88
11/26/2009,1277.44
11/25/2009,1274.53
11/24/2009,1256.67
11/23/2009,1281.88
11/20/2009,1252.42
11/19/2009,1249.01
11/18/2009,1254.17
11/17/2009,1237.13
11/16/2009,1229.52
11/13/2009,1200.8
11/12/2009,1200.92
11/11/2009,1191.74
11/10/2009,1188.7
11/9/2009,1201.66
11/6/2009,1197.65
11/5/2009,1188.95
11/4/2009,1197.33
11/3/2009,1189.29
11/2/2009,1189.75
10/30/2009,1197.44
10/29/2009,1174.19
10/28/2009,1199.71
10/27/2009,1198.71
10/26/2009,1213.05
10/23/2009,1200.9
10/22/2009,1180.47
10/21/2009,1172.99
10/20/2009,1178.19
10/19/2009,1166.34
10/16/2009,1150.91
10/15/2009,1146.53
10/14/2009,1155.07
10/13/2009,1149.69
10/12/2009,1151.77
10/9/2009,1145.34
9/30/2009,1127.37
9/29/2009,1094.36
9/28/2009,1080.81
9/25/2009,1108.87
9/24/2009,1126.86
9/23/2009,1127.61
9/22/2009,1138.05
9/21/2009,1142.2
9/18/2009,1139.33
9/17/2009,1158.43
9/16/2009,1142.48
9/15/2009,1132.47
9/14/2009,1117.92
9/11/2009,1152.23
9/10/2009,1172.24
9/9/2009,1170.72
9/8/2009,1165.26
9/7/2009,1157.17
9/4/2009,1158.66
9/3/2009,1142.88
9/2/2009,1115.67
9/1/2009,1158.18
8/31/2009,1157.35
8/28/2009,1189.59
8/27/2009,1169.33
8/26/2009,1175.97
8/25/2009,1164.45
8/24/2009,1165.21
8/21/2009,1112.69
8/20/2009,1131.02
8/19/2009,1104.21
8/18/2009,1137.61
8/17/2009,1128.49
8/14/2009,1180.47
8/13/2009,1179.99
8/12/2009,1135.09
8/11/2009,1152.67
8/10/2009,1154.06
8/7/2009,1111.01
8/6/2009,1138.16
8/5/2009,1140.3
8/4/2009,1135.09
8/3/2009,1124.86
7/31/2009,1084.44
7/30/2009,1041.07
7/29/2009,1033.02
7/28/2009,1072.02
7/27/2009,1071.92
7/24/2009,1047.04
7/23/2009,1039.2
